TransactionAmount,TransactionType,MerchantCategory,Location,DeviceType,SpendingDeviationScore,VelocityScore,GeoAnomalyScore,PaymentChannel,Target
596.61,0,5,4,2,-1.36,1,0.6,0,0
13.37,2,5,7,1,-0.32,16,0.4,3,1
571.03,3,5,6,2,-0.66,10,0.83,2,1
305.69,3,6,2,2,1.23,13,0.77,2,1
971.9,0,4,0,1,1.94,13,0.91,3,0
35.74,2,7,2,0,1.5,19,0.74,0,1
483.77,3,7,2,2,-1.98,18,0.85,2,1
300.7,3,5,7,0,-0.28,19,0.48,2,1
93.69,3,7,3,3,1.92,13,0.3,1,1
259.64,1,6,5,0,-0.38,4,0.13,0,1
0.01,3,7,0,1,-1.2,19,0.1,3,1
461.52,0,4,1,3,0.02,13,0.49,1,0
763.44,0,6,2,1,0.5,16,0.64,2,0
35.92,1,1,6,1,2.02,18,0.18,3,1
966.98,0,7,2,3,0.85,1,0.55,0,0
160.32,0,6,2,0,0.6,1,0.25,3,1
30.06,3,6,3,3,-0.13,7,0.14,2,1
21.48,2,1,1,3,-2.32,14,0.94,1,1
268.01,3,2,6,0,0.66,13,0.03,1,1
11.15,2,6,7,0,1.08,9,0.01,3,1
405.23,1,6,7,0,1.42,20,0.1,3,1
115.04,1,3,6,0,-0.61,5,0.14,2,1
221.1,1,1,5,2,-1.46,10,0.64,0,1
450.76,0,0,3,1,-1.1,1,0.96,3,0
896.05,0,2,3,3,-0.39,14,0.7,2,0
644.31,0,4,6,0,-0.86,12,0.97,2,0
72.12,1,7,5,1,0.46,20,0.85,1,1
378.86,3,2,7,1,-0.6,17,0.51,2,1
193.0,1,2,7,0,0.28,14,0.89,3,1
13.63,2,7,2,3,0.97,11,0.9,3,1
52.59,3,4,1,2,0.25,4,0.96,0,1
25.77,2,2,3,2,-0.28,14,0.25,1,1
13.12,1,7,4,1,1.12,7,0.99,0,1
1429.58,0,7,2,1,-0.71,8,0.22,1,0
23.26,2,2,0,0,0.47,6,0.04,2,1
745.32,3,1,4,0,-0.15,1,0.68,3,1
327.34,3,2,2,1,0.43,20,0.12,0,1
43.32,1,7,6,1,0.45,9,0.89,0,1
1085.04,0,0,5,3,1.18,2,0.96,3,0
24.53,1,2,1,0,0.24,7,0.59,0,1
583.39,3,7,3,3,0.54,2,0.64,3,1
1898.26,0,4,7,0,1.96,9,0.72,2,0
12.44,3,1,3,1,-0.69,9,0.87,1,1
62.39,1,0,4,3,-1.46,3,0.5,1,1
1640.72,0,1,6,3,1.58,20,0.19,1,0
182.32,3,5,2,2,1.86,2,0.13,1,1
24.72,2,6,0,3,0.24,19,0.89,1,1
1267.28,0,5,3,1,1.67,14,0.14,3,0
239.12,1,6,4,3,1.25,8,0.1,2,1
472.62,3,0,1,0,-0.24,10,0.62,0,1
1123.35,0,5,6,3,-0.52,5,0.39,3,0
43.05,1,4,7,2,-2.67,20,0.79,1,1
344.06,3,2,2,2,0.32,3,0.24,0,1
9.55,2,0,5,2,0.65,14,0.24,0,1
99.24,2,5,2,1,-1.09,20,0.87,1,1
763.45,1,0,6,2,-0.02,10,0.47,0,0
286.08,3,0,3,2,-1.55,15,0.55,1,1
445.09,3,7,1,1,-1.45,18,0.61,0,1
15.11,2,2,0,0,1.16,4,0.08,2,1
296.07,0,1,0,3,0.03,19,0.56,2,0
26.82,2,2,0,0,0.42,12,0.97,1,1
391.17,1,3,3,0,0.65,3,0.95,0,1
15.58,2,3,6,0,0.91,12,0.62,3,1
1.91,1,6,3,3,-2.52,3,0.5,3,1
0.01,0,6,6,2,-0.77,16,0.98,3,1
496.61,3,3,7,0,0.89,15,0.26,3,1
24.56,1,6,0,2,0.52,3,0.35,1,1
283.33,3,2,7,1,-0.75,7,0.7,3,1
0.01,3,4,3,2,1.14,12,0.79,2,1
10.34,2,0,2,3,-0.06,15,0.87,2,1
15.45,2,0,0,0,0.41,16,0.48,1,1
382.29,3,4,7,1,1.85,16,0.86,0,1
1124.65,0,5,0,3,-1.41,18,0.77,1,0
13.36,2,5,5,0,-0.45,15,0.41,2,1
307.79,3,0,1,2,-1.37,14,0.63,3,1
1151.96,0,3,3,0,0.41,18,0.38,1,0
105.21,1,5,7,3,1.68,9,0.88,3,1
948.25,0,0,7,0,0.62,14,0.24,3,0
364.15,3,2,7,3,1.14,8,0.1,1,1
1497.17,0,2,3,3,-0.92,3,0.57,2,0
236.34,3,2,5,1,-0.85,3,0.93,3,1
1694.65,0,6,4,0,-0.9,1,0.41,0,0
263.15,3,0,5,1,0.74,19,0.63,0,1
307.28,3,1,2,3,-1.18,5,0.22,2,1
437.32,3,1,5,2,-0.27,3,0.35,0,1
11.72,3,1,1,1,0.34,16,0.43,3,1
13.33,2,4,2,2,0.59,2,0.96,0,1
139.31,1,0,7,3,0.21,5,0.78,2,1
632.5,3,6,1,0,0.94,17,0.22,0,1
114.79,1,3,3,0,0.8,20,0.33,1,1
16.71,2,0,1,1,0.75,11,0.64,2,1
19.73,2,3,3,2,-0.36,4,0.84,3,1
56.89,1,7,6,1,-1.04,12,0.82,0,1
8.98,2,2,5,3,-0.44,11,0.86,0,1
55.52,1,7,2,0,-0.25,3,0.35,3,1
81.99,1,2,0,2,-0.99,17,0.51,2,1
142.85,1,3,0,2,1.55,3,0.28,0,1
0.01,0,3,6,0,-1.22,12,0.27,2,1
1367.85,0,3,5,0,0.18,2,0.65,2,0
80.63,1,2,2,1,0.68,2,0.9,0,1
157.74,1,2,1,1,-0.18,9,0.5,0,1
0.54,1,1,0,3,-0.25,11,0.9,3,1
1019.39,0,4,4,1,-0.55,8,0.47,1,0
484.13,0,1,7,2,-0.29,9,0.66,1,0
209.24,1,6,5,1,-3.01,14,0.86,0,1
468.92,3,6,0,2,2.0,18,0.9,2,1
98.93,3,5,7,1,-0.44,15,0.57,1,1
313.79,3,1,6,0,-0.43,1,0.45,1,1
1044.15,0,5,5,3,1.74,10,0.79,3,0
1068.95,0,3,7,3,-2.31,4,0.89,1,0
289.27,3,1,6,2,1.22,10,0.3,0,1
16.6,2,4,4,0,-2.5,15,0.03,1,1
556.96,3,1,3,2,0.53,13,0.67,0,1
1007.77,0,1,4,0,0.96,17,0.74,2,0
41.24,3,1,5,1,0.92,20,0.69,1,1
305.93,1,5,4,2,0.75,16,0.98,2,1
56.22,3,0,0,2,-0.38,10,0.29,1,1
298.9,1,0,3,0,0.72,19,0.3,1,1
458.62,3,4,0,0,0.68,17,0.06,1,1
1702.96,0,3,1,2,-2.03,17,0.26,0,0
0.01,0,6,4,2,-1.05,8,0.98,3,1
1079.95,0,5,2,2,-1.5,6,0.32,3,0
376.43,3,7,6,2,-1.19,3,0.58,0,1
86.16,0,4,6,2,0.64,16,0.5,0,1
474.17,3,1,2,1,-1.13,8,0.05,1,1
50.56,2,6,0,0,-0.92,4,0.58,1,1
417.96,3,7,7,1,-0.85,16,0.07,0,1
1159.45,0,6,3,2,-0.62,10,0.78,0,0
1493.91,0,3,3,2,-0.86,5,0.43,1,0
12.65,2,2,3,3,0.12,14,0.75,0,1
624.81,0,4,7,3,0.08,5,0.61,3,0
8.07,2,7,4,0,0.16,8,0.53,3,1
15.49,2,6,0,3,-0.82,10,0.74,0,1
47.24,1,6,3,2,-0.17,10,0.83,2,1
1292.24,0,7,0,2,1.32,14,0.53,0,0
0.01,3,5,7,2,0.47,2,0.81,1,1
436.12,3,0,3,0,-2.25,3,1.0,3,1
1159.63,0,6,5,0,0.62,1,0.44,3,0
9.13,2,6,4,3,-0.89,9,0.26,3,1
1082.99,0,5,6,2,1.53,2,0.95,3,0
176.24,1,6,2,3,0.41,11,0.57,0,1
15.17,2,2,7,2,-0.43,2,0.29,3,1
37.28,2,7,1,1,-0.41,13,0.76,0,1
194.92,1,3,7,0,0.43,8,0.33,0,1
16.99,2,6,7,1,-0.71,16,0.61,3,1
554.43,3,1,5,0,0.76,17,0.98,3,1
299.73,1,6,6,1,0.69,1,0.69,1,1
15.71,2,6,7,0,0.3,12,0.95,2,1
591.22,0,0,3,0,-0.01,13,0.32,1,0
57.65,1,1,7,2,0.11,2,0.81,3,1
5.69,2,3,4,3,-2.47,10,0.94,0,1
341.27,3,5,3,3,-1.85,12,0.2,2,1
979.01,0,3,1,2,0.14,3,0.86,3,0
26.22,2,1,4,1,0.22,4,0.93,3,1
202.18,3,1,4,3,-0.18,6,0.73,1,1
15.57,1,6,4,3,1.48,20,0.38,0,1
45.76,1,2,7,2,0.37,4,0.22,3,1
63.86,2,6,7,2,0.17,16,0.6,0,1
18.56,2,1,7,2,-1.14,15,0.43,1,1
100.08,1,7,6,3,1.31,11,0.13,2,1
803.34,0,7,7,3,-0.44,18,0.4,0,0
773.27,0,5,3,1,0.08,10,0.3,1,0
141.52,3,1,2,1,-0.28,17,0.72,2,1
53.3,2,4,1,1,-0.1,9,0.97,3,1
7.7,1,1,0,2,0.67,16,0.73,2,1
95.7,1,6,5,0,1.0,4,0.56,0,1
256.39,3,5,4,0,-2.54,10,0.74,1,1
9.06,1,3,7,3,-1.11,18,0.86,3,1
1090.12,0,0,0,2,0.28,2,0.89,2,0
63.29,2,1,7,0,0.77,7,0.8,0,1
149.06,3,0,4,1,0.95,14,0.18,3,1
30.79,2,6,3,2,1.3,8,0.34,0,1
225.36,1,1,0,1,0.58,4,0.73,0,1
35.8,1,4,5,2,0.86,7,0.09,0,1
85.28,1,2,4,0,1.52,17,0.76,3,1
994.04,0,7,6,0,0.69,16,0.7,0,0
29.89,2,2,0,3,-1.08,12,0.18,1,1
1060.17,0,4,5,1,0.78,16,0.4,3,0
382.07,3,3,2,1,0.17,1,0.61,3,1
1253.53,0,4,2,0,-0.92,11,0.84,0,0
953.99,0,7,6,0,-1.35,6,0.44,2,0
40.63,2,3,2,2,0.32,3,0.19,2,1
170.63,3,0,5,1,0.29,10,0.18,1,1
22.76,2,3,5,1,-0.58,17,0.45,1,1
26.55,2,7,7,0,0.75,17,0.77,2,1
133.1,3,3,6,2,-0.68,19,0.9,3,1
559.81,0,0,7,0,0.7,15,0.55,0,0
40.78,2,4,4,2,2.23,8,0.76,3,1
12.07,2,7,6,3,0.57,2,0.97,3,1
277.92,3,0,5,0,0.79,14,0.09,2,1
42.9,1,7,4,2,1.81,8,0.76,1,1
288.73,1,2,2,0,-1.28,1,0.22,1,1
177.48,1,6,0,3,-2.32,7,0.04,1,1
21.08,2,2,4,1,1.01,6,0.4,3,1
61.8,0,0,7,3,-0.27,15,0.01,1,1
136.37,1,4,4,0,0.48,14,0.53,3,1
850.85,3,3,1,1,0.41,10,0.04,1,1
1071.62,0,1,6,0,-0.94,10,0.64,3,0
281.77,3,3,1,0,0.54,15,0.69,3,1
282.04,0,2,2,0,-0.19,9,0.72,3,0
310.02,3,5,7,2,0.1,14,0.27,0,1
419.13,3,5,1,3,-0.14,11,0.1,3,1
78.57,1,2,7,2,1.34,18,0.01,1,1
75.95,3,2,5,2,-0.69,3,0.63,2,1
28.62,1,5,6,3,-1.1,19,0.43,3,1
544.03,0,6,1,3,1.3,6,0.86,0,0
13.59,2,6,7,2,-0.06,13,0.49,0,1
19.44,2,3,6,1,-0.91,14,0.41,1,1
213.49,3,3,2,0,-0.5,20,0.88,2,1
530.25,3,4,6,0,0.54,15,0.46,2,1
0.01,3,7,4,1,-0.42,2,0.68,2,1
711.55,0,3,4,1,0.71,2,0.36,3,0
753.54,0,0,7,2,-1.74,5,0.91,3,0
167.53,1,7,5,0,-0.33,15,0.7,3,1
8.85,2,1,5,3,-0.83,16,0.71,3,1
713.87,0,7,5,3,-0.09,17,0.41,2,0
27.86,1,0,4,2,1.6,3,0.34,2,1
339.33,3,4,4,2,1.04,17,0.9,2,1
1397.98,0,5,4,3,-1.63,9,0.8,0,0
46.39,2,6,0,1,-0.35,8,0.24,0,1
999.1,0,3,2,2,-0.05,4,0.54,0,0
145.66,3,3,3,0,-0.94,6,0.33,1,1
41.25,2,3,2,3,-0.69,1,0.32,1,1
93.02,1,4,6,3,0.06,17,0.31,2,1
883.86,3,0,6,0,-0.69,20,0.79,1,1
21.67,2,4,4,0,-1.56,1,0.76,1,1
500.27,3,7,5,0,-0.66,1,0.32,3,1
407.17,3,0,7,2,2.31,13,0.69,1,1
93.87,2,3,5,1,-0.72,5,0.88,1,1
422.78,0,3,0,0,-1.73,1,0.14,3,0
4.86,2,4,0,0,-0.64,20,0.75,3,1
1111.97,0,4,3,2,1.97,11,0.79,2,0
135.96,3,6,4,3,-0.51,14,0.82,2,1
88.22,1,5,1,0,-0.71,1,0.23,2,1
19.95,2,0,0,3,-0.7,10,0.18,0,1
93.25,3,7,5,3,0.73,7,0.77,1,1
236.8,3,2,3,2,-0.04,13,0.2,1,1
587.17,3,7,2,2,-0.0,7,0.21,3,1
59.1,1,2,1,1,-0.87,12,0.95,3,1
28.59,2,4,3,3,0.06,17,0.16,0,1
7.39,1,0,6,3,0.12,12,0.88,0,1
7.76,2,4,3,1,1.11,5,0.91,3,1
971.47,0,6,4,2,0.2,18,0.44,1,0
1004.19,0,3,4,3,0.1,5,0.23,0,0
86.93,2,4,4,0,0.52,11,0.42,0,1
376.18,0,7,6,2,1.14,12,0.19,3,0
31.68,2,4,6,0,0.08,16,0.77,3,1
586.32,3,6,0,2,1.15,5,0.87,2,1
620.74,3,5,0,0,1.08,19,0.86,0,1
36.72,3,0,1,3,2.51,13,0.3,3,1
18.76,2,1,0,1,0.8,14,0.14,2,1
456.1,3,4,2,3,0.64,19,0.94,3,1
123.68,2,6,4,3,0.78,10,0.82,1,1
22.53,2,6,4,2,1.09,16,0.76,0,1
257.02,1,2,3,1,-1.08,9,0.9,3,1
377.38,3,3,0,2,1.38,16,0.56,3,1
8.25,2,2,1,1,1.06,15,0.85,3,1
1365.34,0,1,1,1,0.45,12,0.35,1,0
239.59,3,7,7,2,-0.62,6,0.84,3,1
6.22,1,4,4,3,0.58,16,0.35,1,1
20.11,2,0,1,1,1.88,3,0.09,0,1
85.43,2,6,7,3,0.35,5,0.67,1,1
148.23,3,0,3,0,-0.67,1,0.86,0,1
9.04,1,1,7,0,-1.47,8,0.32,1,1
1.81,1,4,2,3,1.56,18,0.82,3,1
589.0,0,0,3,2,0.9,5,0.06,2,0
600.23,3,2,0,2,-0.69,18,0.7,3,1
1491.25,0,5,7,1,-0.93,6,0.73,2,0
289.35,1,2,1,2,-0.81,5,0.85,1,1
215.09,3,1,1,3,-0.86,3,0.34,0,1
1022.81,0,5,7,2,1.16,1,0.8,3,0
553.35,3,4,6,2,-1.83,15,0.03,0,1
114.38,3,6,4,3,-0.08,20,0.92,0,1
69.59,1,7,1,1,2.65,16,0.81,3,1
295.48,3,1,1,2,1.02,13,0.08,1,1
6.43,2,5,3,3,-0.47,19,0.54,2,1
68.65,1,0,7,1,1.25,4,0.46,0,1
765.29,0,5,1,3,0.09,8,0.66,2,0
0.01,3,7,5,2,-0.04,7,0.94,3,1
26.76,1,1,3,2,-0.36,8,0.07,2,1
14.63,2,2,5,0,-1.03,19,0.26,3,1
39.1,1,6,2,3,0.32,3,0.24,2,1
371.88,3,4,3,1,-0.55,11,0.86,0,1
0.01,3,1,2,3,-0.63,15,0.03,0,1
792.6,0,2,3,3,-0.65,12,0.04,3,0
1166.76,0,7,3,1,-1.31,19,0.64,2,0
448.59,1,0,4,0,-1.77,5,0.29,0,1
466.12,3,5,4,2,0.52,12,0.21,0,1
13.31,2,4,1,3,-0.04,8,0.22,0,1
72.91,3,3,2,2,2.06,20,0.41,3,1
676.97,0,7,1,3,-1.41,19,0.77,3,0
25.09,1,4,3,1,0.11,2,0.33,2,1
53.13,2,4,4,2,0.07,6,0.29,3,1
126.32,1,1,0,1,0.38,2,0.14,0,1
8.1,2,3,6,2,-0.24,16,0.95,2,1
28.02,1,0,2,3,-0.47,3,0.35,3,1
1393.61,0,3,7,3,1.71,8,0.7,2,0
1017.51,0,4,3,3,-0.02,13,0.2,2,0
16.97,1,2,7,3,-0.2,9,0.55,3,1
27.06,2,6,3,3,0.03,3,0.15,2,1
518.99,3,3,7,1,0.62,2,0.7,2,1
0.01,0,6,1,0,-0.66,16,0.61,0,1
32.62,3,1,6,3,0.1,3,0.19,2,1
319.68,3,2,5,0,-1.43,9,0.28,0,1
91.04,1,6,4,1,-0.28,11,0.59,2,1
10.38,2,3,7,3,-0.25,12,0.41,0,1
186.06,1,2,3,3,-0.15,13,0.99,3,1
423.16,3,7,2,1,-0.78,7,0.02,1,1
82.46,1,2,6,2,0.14,12,0.96,2,1
147.27,1,3,3,0,-0.46,20,0.43,0,1
91.74,1,6,3,2,0.73,14,0.25,3,1
703.27,3,0,7,3,0.29,19,0.47,0,1
6.24,1,1,2,2,-0.7,7,0.79,1,1
35.52,2,3,6,0,-0.86,18,0.2,3,1
52.24,1,2,3,0,0.08,7,0.14,3,1
69.13,1,0,4,0,1.02,7,0.71,2,1
214.3,1,4,6,0,-0.43,18,0.03,1,1
15.35,2,5,3,3,0.35,5,0.1,1,1
436.37,0,3,1,1,0.15,13,0.69,1,0
1569.47,0,5,3,3,0.68,8,0.95,1,0
15.95,1,6,3,3,0.19,7,0.23,2,1
208.82,3,5,5,0,-0.59,7,0.75,3,1
747.95,0,3,1,3,-0.04,4,0.04,0,0
1346.03,0,7,5,3,-0.26,6,0.86,2,0
203.08,1,3,5,3,0.65,20,0.11,2,1
398.91,3,6,3,0,-1.62,12,0.08,0,1
465.59,3,6,3,2,-2.11,1,0.11,0,1
0.01,3,7,2,2,1.15,15,0.41,1,1
1262.64,0,1,0,3,0.22,1,1.0,1,0
44.24,1,3,6,0,-0.19,11,0.74,3,1
440.37,3,3,1,0,-1.23,3,0.6,1,1
38.11,2,0,7,3,1.75,13,0.08,0,1
328.04,3,4,4,1,-0.25,12,0.55,3,1
18.95,1,0,0,1,-2.22,10,0.24,2,1
104.83,3,0,2,1,0.07,15,0.95,3,1
3.6,1,3,3,2,-0.93,9,0.7,2,1
965.06,0,3,5,1,0.0,8,0.72,2,0
19.91,2,3,0,2,0.52,1,0.94,2,1
710.18,0,1,2,2,0.03,15,0.29,0,0
549.57,3,3,4,3,-1.25,6,0.77,2,1
327.04,3,3,2,1,1.07,5,0.13,0,1
1487.14,0,2,4,1,-1.43,3,0.07,3,0
22.56,3,6,6,3,0.61,18,0.37,1,1
401.07,3,1,6,2,-0.83,1,0.11,2,1
328.83,3,3,4,2,0.86,4,0.17,0,1
118.94,3,2,7,3,-1.39,2,0.87,3,1
42.9,1,2,6,3,0.93,16,0.77,3,1
1235.84,0,4,5,2,-1.77,11,0.3,3,0
324.55,3,3,7,1,0.4,11,0.53,1,1
71.94,3,7,7,0,0.55,14,0.28,0,1
17.93,2,7,4,3,-1.07,10,0.64,2,1
376.32,1,4,6,0,-0.04,18,0.98,2,1
22.74,2,2,0,0,2.61,14,0.63,2,1
25.19,2,5,3,1,0.97,5,0.78,3,1
40.93,2,2,0,3,0.77,20,0.6,0,1
452.05,3,2,0,1,1.38,9,0.81,0,1
247.27,3,1,2,1,0.89,10,0.44,0,1
0.79,1,0,1,2,-0.77,16,0.44,2,1
12.31,2,0,2,2,-0.2,13,0.21,0,1
41.21,1,5,0,1,-0.05,19,0.35,1,1
17.8,2,7,5,0,-0.2,16,0.16,3,1
390.43,3,6,3,0,-0.76,5,0.29,2,1
1538.44,0,5,6,0,-0.12,14,0.89,1,0
345.82,3,6,4,0,1.33,8,0.79,0,1
275.11,3,5,4,3,1.9,8,0.86,0,1
387.74,3,5,2,2,1.11,16,0.68,0,1
21.12,1,0,3,3,0.0,20,0.99,2,1
213.15,3,5,0,2,-1.27,5,0.65,0,1
2.75,1,3,4,0,0.41,15,0.13,0,1
66.93,1,6,5,0,2.73,16,0.07,1,1
8.63,2,5,3,3,0.71,1,0.45,3,1
55.58,1,3,1,1,0.58,13,0.33,2,1
177.56,3,5,3,0,-0.0,5,0.19,2,1
581.95,3,5,5,2,0.43,6,0.92,2,1
3.42,2,4,7,3,2.18,20,0.78,3,1
35.52,1,5,5,0,0.57,8,0.88,2,1
19.66,2,1,2,3,-1.14,20,0.48,0,1
2017.75,0,4,7,1,0.18,16,0.93,3,0
41.0,2,0,7,2,2.05,4,0.08,2,1
1069.16,0,5,4,3,1.92,12,0.68,2,0
888.92,0,5,0,3,2.13,16,0.11,1,0
1293.87,0,3,0,0,-0.71,6,0.69,2,0
23.63,2,4,0,3,0.56,5,0.7,1,1
819.0,0,1,7,0,-0.21,4,0.93,0,0
1449.83,0,5,5,2,-1.05,16,0.46,0,0
35.0,2,0,3,3,-1.0,11,0.15,3,1
315.25,0,4,7,0,0.58,1,0.1,3,0
355.31,3,2,3,2,-1.63,2,0.28,3,1
34.55,2,7,4,0,-0.41,2,0.82,3,1
54.21,3,2,3,2,1.74,9,0.54,2,1
4.25,2,6,0,2,-0.46,6,0.55,3,1
116.21,3,1,6,0,-1.88,7,0.73,3,1
870.95,0,7,2,0,1.1,4,0.76,0,0
22.32,2,6,7,3,0.44,9,0.73,1,1
43.17,1,4,3,0,-1.18,14,0.1,1,1
94.49,3,3,4,2,-0.42,2,0.04,3,1
1512.27,0,4,4,1,-0.52,4,0.59,0,0
3.86,2,7,5,2,0.46,10,0.66,3,1
72.59,2,6,4,0,0.11,14,0.02,3,1
1425.74,0,4,2,1,0.1,4,0.18,3,0
832.66,0,1,5,1,-0.87,2,0.31,1,0
843.78,0,3,3,2,-0.39,6,0.59,3,0
486.74,0,3,0,3,0.26,17,0.24,0,0
22.51,1,7,5,0,-1.1,19,0.29,0,1
201.6,3,1,6,3,0.75,8,0.13,2,1
1202.88,0,5,0,1,-0.78,15,0.14,2,0
231.92,3,0,0,2,0.47,7,0.87,3,1
562.01,3,5,3,2,0.14,10,0.14,3,1
55.44,1,4,5,3,0.46,7,0.69,1,1
435.27,3,3,1,3,1.23,17,0.25,0,1
18.97,2,7,6,2,1.02,5,0.96,2,1
4.78,1,1,5,3,-1.23,19,0.56,1,1
0.01,3,4,4,3,-2.23,18,0.02,1,1
126.97,0,6,4,3,-0.05,4,0.04,0,1
950.52,0,6,5,3,-0.7,16,0.69,2,0
168.09,3,1,3,2,1.53,18,0.7,3,1
1381.06,0,0,0,3,-0.67,5,0.29,0,0
33.04,2,2,6,1,-0.12,12,0.04,0,1
25.46,1,7,6,0,0.02,15,0.16,3,1
1121.53,0,7,1,0,0.16,3,0.87,1,0
28.27,1,0,3,3,-1.11,5,0.24,0,1
9.31,2,0,6,1,-1.9,5,0.8,1,1
34.3,2,3,6,0,0.11,1,0.03,3,1
1116.69,0,6,0,2,-1.97,12,0.06,2,0
19.38,2,1,6,1,0.79,20,0.67,0,1
1315.52,0,4,1,2,-1.12,2,0.6,2,0
22.95,2,0,1,2,-0.05,8,0.41,2,1
85.31,1,5,3,2,-0.62,20,0.86,2,1
1022.66,0,2,5,1,0.41,9,0.63,2,0
443.45,3,6,1,0,0.21,13,0.62,0,1
311.05,3,4,1,3,0.3,10,0.96,2,1
31.06,2,4,5,1,-0.59,12,0.34,0,1
34.16,2,1,3,3,0.41,12,0.24,2,1
4.56,2,5,5,1,0.16,7,0.97,3,1
505.22,0,6,2,2,2.22,4,0.54,1,0
158.89,3,5,1,1,2.15,20,0.76,2,1
743.47,0,5,6,3,-0.61,1,0.59,2,0
81.03,2,3,4,0,0.6,14,0.92,3,1
1920.97,0,6,5,1,-1.21,8,0.23,3,0
312.99,3,6,0,2,-0.53,3,0.26,3,1
40.78,2,7,4,2,0.9,14,0.97,1,1
1319.44,0,7,7,2,0.32,1,0.39,1,0
49.73,2,5,1,3,-0.29,19,0.11,1,1
2259.78,0,7,5,1,0.17,8,0.48,1,0
1079.96,0,6,7,2,-0.9,20,0.82,2,0
348.63,3,2,1,2,0.69,20,0.75,3,1
135.69,3,0,7,1,-1.25,1,0.77,3,1
297.94,3,2,1,1,-0.16,18,0.47,1,1
7.12,2,7,0,0,-0.15,8,0.9,3,1
7.74,1,4,3,3,-0.79,5,0.43,1,1
687.14,0,3,1,1,-0.51,7,0.81,0,0
238.32,3,1,5,1,0.3,8,0.0,2,1
304.27,0,6,0,0,-0.52,2,0.95,2,0
16.71,2,5,4,2,0.79,19,0.95,0,1
5.4,1,3,5,2,-0.92,2,0.71,0,1
875.31,0,3,4,2,1.28,20,0.07,2,0
225.72,3,6,6,0,-0.15,6,0.2,3,1
68.65,0,0,3,2,0.2,17,0.98,2,1
1178.6,0,1,5,0,1.03,6,0.86,2,0
41.92,2,5,0,2,-0.78,13,0.47,0,1
302.67,3,6,4,3,-1.72,7,0.26,2,1
497.05,3,6,6,0,0.71,15,0.96,1,1
115.47,1,7,1,3,0.13,12,0.76,2,1
0.01,3,6,1,0,0.21,15,0.94,2,1
670.18,3,4,1,2,-1.23,18,0.59,2,1
27.88,2,5,0,2,-0.83,5,0.3,3,1
811.22,0,3,2,0,-0.04,8,0.9,0,0
65.8,1,1,1,1,-0.28,15,0.49,2,1
94.61,3,4,0,2,-1.45,18,0.32,2,1
23.74,2,2,1,0,-0.23,4,0.17,1,1
17.12,1,7,6,0,-0.11,6,0.64,3,1
77.22,1,0,5,1,0.66,16,0.18,3,1
15.77,2,4,2,3,1.56,18,0.71,2,1
17.64,2,5,7,2,0.32,7,0.31,3,1
10.62,2,7,5,1,-0.64,12,0.21,2,1
562.84,3,0,7,3,-1.91,17,0.1,1,1
2130.27,0,1,2,1,0.29,6,0.46,3,0
16.59,2,2,6,3,-2.07,14,0.42,3,1
16.06,2,4,5,0,-0.78,12,0.8,1,1
190.31,1,4,3,3,0.22,10,0.37,2,1
42.08,2,6,0,1,-0.2,11,0.48,3,1
6.77,1,2,4,3,1.49,8,0.42,1,1
240.99,3,4,5,3,-0.35,17,0.22,2,1
309.83,0,1,2,1,-0.15,17,0.24,1,0
3.64,1,2,2,2,-2.08,6,0.9,0,1
3.11,1,0,3,0,-0.88,15,0.38,0,1
374.96,3,6,4,3,-0.81,15,0.79,0,1
39.99,3,2,6,1,0.45,19,0.08,1,1
196.16,3,4,5,0,-1.39,4,0.49,1,1
76.99,2,1,4,1,1.07,19,0.44,0,1
54.11,1,3,2,3,-0.85,11,0.14,1,1
1765.01,0,7,6,1,-0.12,20,0.81,2,0
39.77,1,5,3,3,1.27,9,0.98,2,1
81.02,3,6,3,3,0.3,19,0.75,0,1
886.37,0,7,3,2,-1.59,3,0.21,1,0
289.85,0,7,6,1,-1.41,5,0.05,1,0
399.98,0,3,6,0,0.89,8,0.2,1,0
119.22,3,3,5,1,0.07,4,0.09,0,1
43.06,2,2,6,1,-0.81,12,0.99,0,1
341.49,3,3,3,1,0.49,9,0.19,0,1
1333.06,0,1,2,3,-0.1,5,0.99,2,0
1401.09,0,0,3,2,-1.81,1,0.41,2,0
1323.51,0,7,5,1,0.83,2,0.12,0,0
15.13,2,3,7,0,-0.55,8,0.25,3,1
0.01,0,6,3,3,0.28,14,0.55,2,1
1200.53,0,6,7,2,0.15,4,0.97,2,0
664.08,0,3,0,0,0.2,2,0.81,2,0
740.86,3,5,3,2,-1.15,12,0.45,0,1
357.95,3,2,6,2,1.61,14,0.89,3,1
43.19,1,5,3,1,-0.86,10,0.97,3,1
15.19,2,5,3,0,0.6,18,0.77,0,1
424.37,3,5,5,1,-0.82,16,0.93,3,1
144.42,1,2,5,1,-1.07,13,0.96,1,1
289.38,3,0,7,2,0.37,17,0.67,0,1
348.86,3,5,0,2,1.48,17,0.46,2,1
1640.57,0,1,2,1,-1.06,20,0.57,0,0
19.93,2,5,2,2,1.14,10,0.54,3,1
37.73,2,3,3,3,0.29,2,0.42,2,1
44.99,1,6,2,3,-0.72,19,0.27,1,1
1178.43,0,1,3,0,-0.18,3,0.79,0,0
304.12,3,3,5,3,-0.75,13,0.35,3,1
10.42,2,2,1,3,0.97,9,0.45,3,1
329.34,3,0,7,3,-0.42,9,0.54,1,1
